price,area,bedrooms,bathrooms,House Age,hotwaterheating,airconditioning,furnishingstatus,Address
4403000,4920,3,1,2,no,no,semi-furnished,"719 Raymond Route
West Diane, ME 60200-7803"
4382000,4950,4,1,2,no,yes,semi-furnished,"310 Paul Mill Suite 863
Pamelaland, AS 20202-1133"
4375000,3900,3,1,2,no,no,unfurnished,"47705 Bethany Forge Suite 965
North Heatherhaven, ND 10371"
4340000,4500,3,2,3,yes,no,furnished,"791 Noble Port
Michaelland, OK 69198"
4340000,1905,5,1,2,no,no,semi-furnished,"143 Thomas Rapid Apt. 929
West Laurieport, ND 69617"
4340000,4075,3,1,1,no,no,semi-furnished,"690 Lozano Inlet
Michelleville, AL 07048-6472"
4340000,3500,4,1,2,no,no,furnished,"3591 Pham Spring Suite 077
Lisaport, CT 43572"
4340000,6450,4,1,2,no,no,semi-furnished,"Unit 9227 Box 8732
DPO AE 73770"
4319000,4032,2,1,1,no,no,furnished,"530 Johnson Circles
Cathyborough, MN 30306"
4305000,4400,2,1,1,no,no,semi-furnished,"029 Patricia Bridge Apt. 540
Tranmouth, MP 59378-9231"
4305000,10360,2,1,1,no,no,semi-furnished,"880 Julie Union Suite 360
Sarahchester, LA 70074-3596"
4277000,3400,3,1,2,no,no,semi-furnished,"85227 Kevin Stream Suite 299
Lake Todd, WV 65286"
4270000,6360,2,1,1,no,no,furnished,"97544 Williams Unions Suite 893
South Harry, ME 21119"
4270000,6360,2,1,2,no,no,unfurnished,"844 Hanson Points
East Lisa, ME 83883"
4270000,4500,2,1,1,no,yes,furnished,"171 Rocha Via
Cassandrafort, RI 90064-6234"
4270000,2175,3,1,2,no,yes,unfurnished,"2758 Joshua Mission
Lake Chelsea, AS 18304-4644"
4270000,4360,4,1,2,no,no,furnished,"75441 Ritter Corners
North Roberttown, UT 52401-4300"
4270000,7770,2,1,1,no,no,furnished,"7815 Burns Skyway Suite 637
Melissaborough, TX 51087-6056"
4235000,6650,3,1,2,no,no,semi-furnished,"885 Veronica Stravenue
Wilsonland, FM 77249-8036"
4235000,2787,3,1,1,no,no,furnished,"42822 Billy Lights
Tranchester, TX 45052"
4200000,5500,3,1,2,no,yes,unfurnished,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419"
4200000,5040,3,1,2,no,yes,unfurnished,"030 Jason Coves Apt. 387
Lake Christophershire, CA 88567"
4200000,5850,2,1,1,no,no,semi-furnished,"Unit 2107 Box 1980
DPO AA 76733"
4200000,2610,4,3,2,no,no,semi-furnished,"111 Wilson Cape Suite 484
Hernandezton, VI 53808"
4200000,2953,3,1,2,no,yes,unfurnished,"720 Vasquez Crest
Roberthaven, OK 57313"
4200000,2747,4,2,2,no,no,semi-furnished,"518 Gilmore Stream Suite 013
Lake Donald, ND 18581"
4200000,4410,2,1,1,no,no,unfurnished,"126 Kim Mount Apt. 763
Mariemouth, TN 60875"
4200000,4000,4,2,2,no,no,semi-furnished,"43340 Thomas Mission Suite 671
Longport, VT 28226"
4200000,2325,3,1,2,no,no,semi-furnished,"38138 Carter Shores
Lake Felicia, OK 96739-7550"
4200000,4600,3,2,2,no,yes,semi-furnished,"569 Jeremy Orchard
New Randy, RI 27359-4665"
4200000,3640,3,2,2,no,no,unfurnished,"81623 Jenna Brook
Davidfort, PR 76020"
4200000,5800,3,1,1,yes,no,semi-furnished,"6548 Christopher Pike
West Adammouth, NJ 07199"
4200000,7000,3,1,1,no,no,furnished,"56449 Walters Forks
Port Juliaburgh, DE 80081"
4200000,4079,3,1,3,no,no,semi-furnished,"2172 Jensen Lodge
Porterport, NJ 82686-8071"
4200000,3520,3,1,2,no,no,semi-furnished,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899"
4200000,2145,3,1,3,no,no,unfurnished,"193 Green Causeway Suite 635
Sotoburgh, NJ 15816-5656"
4200000,4500,3,1,1,no,no,furnished,"222 Kevin Walks
North Robertoton, FL 87877"
4193000,8250,3,1,1,no,no,semi-furnished,"809 May Mills
Yoderburgh, NH 42375-8927"
4193000,3450,3,1,2,no,no,semi-furnished,"48635 Burch Pine
Lake Ellen, KY 06268"
4165000,4840,3,1,2,no,no,semi-furnished,"63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237"
4165000,4080,3,1,2,no,no,semi-furnished,"507 Dorsey Harbor Suite 445
North Jacobbury, ID 07463"
4165000,4046,3,1,2,no,no,semi-furnished,"475 Robert Road Apt. 547
Charlotteburgh, CO 82148-4460"
4130000,4632,4,1,2,no,yes,semi-furnished,"1249 Rodriguez Skyway
East Laura, UT 81039"
4130000,5985,3,1,1,no,no,semi-furnished,"9699 Gilbert Trail
Port Marymouth, VT 17881"
4123000,6060,2,1,1,no,no,semi-furnished,"3283 Wu Greens
West Michelleton, AS 48620"
4098500,3600,3,1,1,no,yes,furnished,"814 King Fords
Ortizton, WY 09795"
4095000,3680,3,2,2,no,no,semi-furnished,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671"
4095000,4040,2,1,2,no,no,semi-furnished,"178 John Fork Apt. 779
East James, VT 90132"
4095000,5600,2,1,1,no,yes,semi-furnished,"USNS Fuentes
FPO AE 40375"
4060000,5900,4,2,2,no,no,unfurnished,"4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250"
4060000,4992,3,2,2,no,no,unfurnished,"3167 George Knolls Apt. 993
East Loriside, DC 16819-7638"
4060000,4340,3,1,1,no,no,semi-furnished,"74367 Howard Cliff
Antoniotown, CO 92048"
4060000,3000,4,1,3,no,yes,semi-furnished,"9453 Kirk Summit Apt. 368
North Lukechester, PA 24710"
4060000,4320,3,1,2,no,no,furnished,"7958 Mills Lock Apt. 983
Brandonville, DE 25191-2184"
4025000,3630,3,2,2,yes,no,semi-furnished,"22588 Brian Forge Suite 588
South Michelleside, NE 62469-4467"
4025000,3460,3,2,1,no,yes,furnished,"53578 Rachel Estate Suite 891
Daviesstad, MH 60772"
4025000,5400,3,1,1,no,no,semi-furnished,"1981 Green Fall Suite 828
West Kimberlyburgh, RI 99528"
4007500,4500,3,1,2,no,yes,semi-furnished,"433 Patterson Parkways
East Ryan, RI 32244-3823"
4007500,3460,4,1,2,no,yes,semi-furnished,"90703 Isaac Path Apt. 296
Lake Leonard, SC 34290-2341"
3990000,4100,4,1,1,no,no,unfurnished,"258 Joshua Village Apt. 843
Jamesborough, HI 72801-0033"
3990000,6480,3,1,2,no,yes,semi-furnished,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550"
3990000,4500,3,2,2,no,yes,semi-furnished,"78312 Martin Terrace Suite 957
New Kimberly, ND 49455"
3990000,3960,3,1,2,no,no,furnished,"8923 Theresa Corner
New Annefort, KS 04537"
3990000,4050,2,1,2,no,no,unfurnished,"648 Mark Green
New Aaronberg, MD 57319-9128"
3920000,7260,3,2,1,no,no,furnished,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583"
3920000,5500,4,1,2,no,no,semi-furnished,"23662 Tiffany Oval Apt. 301
Stephanieburgh, NM 67091-0155"
3920000,3000,3,1,2,no,no,semi-furnished,"6049 Jacqueline Centers
Elizabethberg, WA 74545"
3920000,3290,2,1,1,yes,no,furnished,"51952 Nelson Radial Apt. 701
West Joshuafort, ID 09690-7341"
3920000,3816,2,1,1,no,yes,furnished,"758 Chen Ramp
North Angela, IL 06000"
3920000,8080,3,1,1,no,yes,semi-furnished,"USNS Webb
FPO AP 49097"
3920000,2145,4,2,1,no,no,unfurnished,"672 Larson Ramp
Robertside, NC 16903"
3885000,3780,2,1,2,no,no,semi-furnished,"052 Robin Ridges Apt. 575
West Shelbyshire, MN 47834"
3885000,3180,4,2,2,no,no,furnished,"Unit 0180 Box 6419
DPO AP 42418-5393"
3850000,5300,5,2,2,no,no,semi-furnished,"3556 John Mountains Suite 339
West Michael, KS 02710"
3850000,3180,2,2,1,no,no,semi-furnished,"6925 Sherry Run
Mcdonaldville, VT 76937"
3850000,7152,3,1,2,no,yes,furnished,"5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486"
3850000,4080,2,1,1,no,no,semi-furnished,"7683 Susan Circles
Jimenezview, ID 13223-8250"
3850000,3850,2,1,1,no,no,semi-furnished,"7336 Joyce Street
Ryanberg, OH 51245"
3850000,2015,3,1,2,no,no,semi-furnished,"127 Sharp Well
North Bernardbury, IA 84600"
3850000,2176,2,1,2,no,no,semi-furnished,"Unit 1747 Box 4835
DPO AE 80269"
3836000,3350,3,1,2,no,no,unfurnished,"420 Miller Green Apt. 769
Amyview, NH 15629-9831"
3815000,3150,2,2,1,no,no,semi-furnished,"499 Mcintosh Parks
Alexandraport, MN 57727"
3780000,4820,3,1,2,no,no,semi-furnished,"004 Susan Lights Apt. 864
Ericstad, SD 18478"
3780000,3420,2,1,2,yes,no,semi-furnished,"38412 George Forge Apt. 680
West Erika, MO 03932-3322"
3780000,3600,2,1,1,no,no,semi-furnished,"8073 Miles Shores Apt. 760
Garciamouth, AK 75136"
3780000,5830,2,1,1,no,no,unfurnished,"1391 Kimberly Port
Smithhaven, WA 19630"
3780000,2856,3,1,3,no,no,furnished,"2763 Victoria Pine Apt. 066
West Stephanie, OH 49110-6029"
3780000,8400,2,1,1,no,no,furnished,"06882 Snyder Lake Suite 677
East Tracy, VT 49709-4496"
3773000,8250,3,1,1,no,no,furnished,"03567 Scott Fork
West Lisahaven, ND 55466-3035"
3773000,2520,5,2,1,no,yes,furnished,"9249 Robert Cliffs
New Susan, AR 48038"
3773000,6930,4,1,2,no,no,furnished,"Unit 5105 Box 8178
DPO AP 03939"
3745000,3480,2,1,1,no,no,semi-furnished,"931 Bradley Locks Apt. 730
Justinborough, KY 10998-7603"
3710000,3600,3,1,1,no,no,unfurnished,"7909 Freeman Plains Suite 223
Griffithside, OR 90674"
3710000,4040,2,1,1,no,no,semi-furnished,"4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261"
3710000,6020,3,1,1,no,no,semi-furnished,"Unit 1395 Box 3341
DPO AE 13371-5663"
3710000,4050,2,1,1,no,no,furnished,"0831 Kathleen Mill
North Connieside, TN 84541-4719"
3710000,3584,2,1,1,yes,no,semi-furnished,"9491 Parrish Springs Suite 070
Staceybury, OK 75939"
3703000,3120,3,1,2,yes,no,semi-furnished,"631 Jessica Throughway Suite 879
Elizabethfort, OR 35556-5686"
3703000,5450,2,1,1,no,no,furnished,"3632 Lacey Course Suite 840
Kelseyview, WY 57348-0308"
3675000,3630,2,1,1,no,no,furnished,"559 David Mall Apt. 334
Port Mark, MA 66518-9630"
3675000,3630,2,1,1,no,yes,unfurnished,"59380 Jordan Forge Suite 680
South Angela, OH 93823-2369"
3675000,5640,2,1,1,no,no,semi-furnished,"914 Harry Bypass
Mccannborough, FL 87366"
3675000,3600,2,1,1,no,no,furnished,"USNV Williams
FPO AA 55365-5477"
3640000,4280,2,1,1,no,yes,semi-furnished,"408 Davis Lakes
Arianaton, TN 06641"
3640000,3570,3,1,2,no,no,semi-furnished,"91853 Ford Drive
Princechester, PW 94622-8419"
3640000,3180,3,1,2,no,no,semi-furnished,"196 Brian Village Suite 689
Christensenland, NV 93801-8912"
3640000,3000,2,1,2,no,yes,furnished,"8231 Douglas Pines
Michaelbury, IN 40415"
3640000,3520,2,2,1,no,no,semi-furnished,"08136 Sparks Common Suite 382
West Rachaelville, MH 17135-7024"
3640000,5960,3,1,2,no,no,unfurnished,"637 Jesse Mountain
South Amanda, ME 03675-4416"
3640000,4130,3,2,2,no,no,semi-furnished,"530 Anderson Mill Apt. 727
South Brendaborough, OR 37626"
3640000,2850,3,2,2,no,no,unfurnished,"7874 Reynolds Road
Rileystad, WY 26189"
3640000,2275,3,1,3,yes,yes,semi-furnished,"USNS Beard
FPO AP 37680-7514"
3633000,3520,3,1,1,no,no,unfurnished,"427 Melendez Court Suite 745
South Misty, PW 59633-0548"
3605000,4500,2,1,1,no,no,semi-furnished,"24016 Smith Crossroad
West Sherryburgh, NV 03282"
3605000,4000,2,1,1,no,no,semi-furnished,"7508 Alyssa Mission
Mccartytown, AL 15250-4289"
3570000,3150,3,1,2,no,no,furnished,"9596 Martinez Parks Apt. 781
North Larryborough, AR 08957"
3570000,4500,4,2,2,no,no,furnished,"55087 Debbie Place Suite 789
Sarahburgh, WY 35157-7341"
3570000,4500,2,1,1,no,no,furnished,"366 Nancy Lock Suite 459
Grantland, FM 70532"
3570000,3640,2,1,1,no,no,unfurnished,"029 Smith Plains
Lindseyville, NV 06256-8392"
3535000,3850,3,1,1,no,no,unfurnished,"USS Walker
FPO AP 95931-9404"
3500000,4240,3,1,2,no,yes,semi-furnished,"998 Munoz Terrace Suite 265
Jacobstad, ND 61608"
3500000,3650,3,1,2,no,no,unfurnished,"PSC 5629, Box 1683
APO AA 30380-2875"
3500000,4600,4,1,2,no,no,semi-furnished,"55849 Jenkins Walks Apt. 940
Benderview, KS 44342"
3500000,2135,3,2,2,no,no,unfurnished,"85930 Gardner Underpass Apt. 339
North Mandytown, VT 93457"
3500000,3036,3,1,2,no,no,semi-furnished,"31512 Karina Street
Lake Aaron, UT 10919"
3500000,3990,3,1,2,no,no,semi-furnished,"93436 Robin Greens
Combsside, KY 24257-6372"
3500000,7424,3,1,1,no,no,unfurnished,"2608 Penny Stream Suite 360
New Brettport, WI 37004-4215"
3500000,3480,3,1,1,no,yes,unfurnished,"1993 Gibson Freeway
Lake Michael, WI 24423"
3500000,3600,6,1,2,no,no,unfurnished,"54406 Matthew Ramp
Travisshire, MI 61690-5478"
3500000,3640,2,1,1,no,no,semi-furnished,"8077 David Isle Suite 263
Rodneyborough, NJ 18874-5386"
3500000,5900,2,1,1,no,no,furnished,"9573 Tina Rest Apt. 034
Simstown, AR 51547"
3500000,3120,3,1,2,no,no,unfurnished,"45153 Salas Hollow Apt. 148
West Erica, SD 93725"
3500000,7350,2,1,1,no,no,semi-furnished,"15057 Larsen Locks
Mcmahonview, SC 51585-5774"
3500000,3512,2,1,1,no,no,unfurnished,"08194 Shelby Overpass
Gravesfurt, VT 41650-3581"
3500000,9500,3,1,2,no,no,unfurnished,"9324 Miller Throughway Apt. 765
Millsside, PA 86470-2619"
3500000,5880,2,1,1,no,no,unfurnished,"00985 Michael Fields Suite 034
Wandahaven, CO 62328"
3500000,12944,3,1,1,no,no,unfurnished,"96627 Trujillo Via Apt. 159
Connorville, DC 88114-9490"
3493000,4900,3,1,2,no,no,unfurnished,"0091 Park Junction
Port Leslie, AZ 49290"
3465000,3060,3,1,1,no,no,unfurnished,"478 Charles Trail
West Christopher, NH 85839"
3465000,5320,2,1,1,no,no,unfurnished,"361 Stephen Burgs
North Michaelview, AL 42767"
3465000,2145,3,1,3,no,no,furnished,"278 Mccormick Brooks
New Margaretland, NC 90315-1115"
3430000,4000,2,1,1,no,no,unfurnished,"81773 Hunter Ridges Suite 347
New Annstad, AK 53180-3670"
3430000,3185,2,1,1,no,no,unfurnished,"566 Eric Ford
Jasonmouth, CO 83797-1879"
3430000,3850,3,1,1,no,no,unfurnished,"69659 Owens Path Apt. 651
North Michael, FM 93545"
3430000,2145,3,1,3,no,no,furnished,"842 Duane Brook Apt. 380
Monicaview, AR 01639-3032"
3430000,2610,3,1,2,no,no,unfurnished,"0302 Laurie Curve
Johnnyfurt, SC 53321-7866"
3430000,1950,3,2,2,no,no,unfurnished,"0022 Young Rest
Lake Kevin, CA 25438-1821"
3423000,4040,2,1,1,no,no,unfurnished,"7235 Tammy Islands
Dawnfort, NM 54549"
3395000,4785,3,1,2,no,yes,furnished,"668 Holloway Garden Apt. 481
Richardberg, UT 70614-3350"
3395000,3450,3,1,1,no,no,unfurnished,"778 Gomez Centers
South Meagan, DE 82655-5020"
3395000,3640,2,1,1,no,no,furnished,"2055 Rodriguez Light Suite 472
South Davidview, TX 70637"
3360000,3500,4,1,2,no,yes,unfurnished,"Unit 4693 Box 5974
DPO AP 07885-8587"
3360000,4960,4,1,3,no,no,semi-furnished,"PSC 3969, Box 0709
APO AE 18919-6165"
3360000,4120,2,1,2,no,no,unfurnished,"25551 Barrera Roads
New Teresa, MI 82737-9223"
3360000,4750,2,1,1,no,no,unfurnished,"12129 Felicia Ville Apt. 850
West Jessica, MS 20172"
3360000,3720,2,1,1,no,yes,unfurnished,"363 Frank Stream Apt. 529
East Lucasmouth, KS 62133-6540"
3360000,3750,3,1,1,no,no,unfurnished,"6182 Hannah Locks Apt. 664
Emilyside, PA 31748"
3360000,3100,3,1,2,no,no,semi-furnished,"8947 Allen Stravenue Suite 234
East Alexandraburgh, NM 55053-2423"
3360000,3185,2,1,1,no,no,furnished,"855 Carol Burgs
Frazierchester, MS 46812-0037"
3353000,2700,3,1,1,no,no,furnished,"595 Daniel Manors
Jamesstad, CO 07651"
3332000,2145,3,1,2,no,no,furnished,"73634 Mcintyre Pass
Tammyside, AL 76708-8615"
3325000,4040,2,1,1,no,no,unfurnished,"35841 Christine Shore
Wallmouth, NC 98956-5357"
3325000,4775,4,1,2,no,no,unfurnished,"59942 David Brook Suite 114
East John, DC 09236-7627"
3290000,2500,2,1,1,no,yes,unfurnished,"817 Barbara Ville Apt. 469
Port Mary, CT 03068"
3290000,3180,4,1,2,no,yes,unfurnished,"514 Martin Ford
Smithmouth, OR 69870"
3290000,6060,3,1,1,no,no,furnished,"073 Martinez Neck Suite 992
North Sara, MA 27515"
3290000,3480,4,1,2,no,no,semi-furnished,"5035 Daniel Port Suite 074
Port Jordanbury, SC 46334-0480"
3290000,3792,4,1,2,no,no,semi-furnished,"9758 James Stream
Port Bryanview, ID 99846-0784"
3290000,4040,2,1,1,no,no,unfurnished,"247 Betty Mall Suite 117
North Samantha, DE 69390"
3290000,2145,3,1,2,no,no,furnished,"138 Coleman Parks
West Travis, PW 22854"
3290000,5880,3,1,1,no,no,unfurnished,"5460 Shawna Throughway
Lake Jermaine, MS 94725"
3255000,4500,2,1,1,no,no,semi-furnished,"9222 Gross Cove
Lake Davidshire, CT 71099"
3255000,3930,2,1,1,no,no,unfurnished,"32536 Brown Square Apt. 331
Thomastown, AK 08587-4493"
3234000,3640,4,1,2,no,no,unfurnished,"99806 Darren Mount Suite 505
Dawnborough, NH 07786-7190"
3220000,4370,3,1,2,no,no,unfurnished,"Unit 5439 Box 2269
DPO AE 18066-3647"
3220000,2684,2,1,1,no,yes,unfurnished,"988 Moore Underpass Suite 690
New Elizabethburgh, AZ 76937-4021"
3220000,4320,3,1,1,no,no,unfurnished,"4078 Christine Passage Apt. 095
South Ethanland, WA 16373"
3220000,3120,3,1,2,no,no,furnished,"006 Miller Orchard Suite 211
Port Louis, WY 09440"
3150000,3450,1,1,1,no,no,furnished,"06207 Dean Parkways Suite 455
Lake Haileyfort, MI 73004"
3150000,3986,2,2,1,no,no,unfurnished,"7652 Nicole Extension Suite 206
Lake Angela, KY 89831-0175"
3150000,3500,2,1,1,no,no,semi-furnished,"2220 Sullivan Shoal Apt. 664
New Gabriel, UT 12666-0446"
3150000,4095,2,1,1,no,no,semi-furnished,"8220 Cindy Land
Brownland, MA 40384"
3150000,1650,3,1,2,no,no,unfurnished,"653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942"
3150000,3450,3,1,2,no,no,semi-furnished,"4542 Sanchez Stream
New Steven, IN 42368-9011"
3150000,6750,2,1,1,no,no,semi-furnished,"4037 Wolfe Mount
Alexanderburgh, TN 66040-2962"
3150000,9000,3,1,2,no,no,semi-furnished,"40592 Joanne Meadow
Lake Ericshire, MS 82383-5094"
3150000,3069,2,1,1,no,no,unfurnished,"20215 Chase Groves
New Frank, IA 76417-4251"
3143000,4500,3,1,2,no,yes,unfurnished,"553 Debra Corner Apt. 716
North Douglasland, OR 61608-7223"
3129000,5495,3,1,1,no,no,unfurnished,"62937 Katherine Roads Suite 190
New Richardmouth, ID 32823"
3118850,2398,3,1,1,no,no,semi-furnished,"882 Carrie Drives Suite 866
Heidihaven, VT 22098"
3115000,3000,3,1,1,no,yes,unfurnished,"9111 Amy Landing
Port Andrewbury, PA 60420"
3115000,3850,3,1,2,no,no,unfurnished,"495 Weaver Skyway
Jenniferport, OR 77808-5741"
3115000,3500,2,1,1,no,no,unfurnished,"43128 Kevin Lane Suite 880
Lake Brookeborough, MI 16269-0938"
3087000,8100,2,1,1,no,no,unfurnished,"57811 Crystal Road Apt. 465
New Courtney, MS 95601"
3080000,4960,2,1,1,no,yes,unfurnished,"03124 Jessica Prairie
Lake Edward, DC 65069-7385"
3080000,2160,3,1,2,no,no,semi-furnished,"06369 Amanda Way
Lake Thomaschester, MP 71633-2350"
3080000,3090,2,1,1,no,no,unfurnished,"71104 Cross Path
Sandramouth, NY 69229"
3080000,4500,2,1,2,yes,no,semi-furnished,"605 Collins Islands
North Elizabeth, TN 76959"
3045000,3800,2,1,1,no,no,unfurnished,"USNS Vargas
FPO AE 56319-6904"
3010000,3090,3,1,2,no,no,semi-furnished,"8584 Darrell Groves
Bennettberg, SD 72404-6826"
3010000,3240,3,1,2,no,no,semi-furnished,"7200 Tammy Place Apt. 727
Morenoland, DE 51392"
3010000,2835,2,1,1,no,no,semi-furnished,"93435 Grace Oval
Pamelaland, NE 21006-4512"
3010000,4600,2,1,1,no,no,furnished,"PSC 4610, Box 2354
APO AP 02895-8370"
3010000,5076,3,1,1,no,no,unfurnished,"812 Munoz Fords Apt. 233
New Kelly, IA 54531"
3010000,3750,3,1,2,no,no,unfurnished,"7892 Ross Garden
South Keith, NC 32349"
3010000,3630,4,1,2,no,no,semi-furnished,"606 Mejia Land Apt. 238
Brittanyside, NY 78170-7389"
3003000,8050,2,1,1,no,no,unfurnished,"31143 Wendy Overpass Suite 905
Robinsonmouth, NY 94261-0324"
2975000,4352,4,1,2,no,no,unfurnished,"2430 Samuel Stravenue
Port Williamtown, NM 37798-8316"
2961000,3000,2,1,2,no,no,semi-furnished,"09328 Jacqueline Roads
Andersonport, VT 62322"
2940000,5850,3,1,2,no,no,unfurnished,"125 Jesse Spring
New Benjaminberg, NY 16741"
2940000,4960,2,1,1,no,no,unfurnished,"359 Davidson Ports Apt. 177
Andreaport, MD 43672"
2940000,3600,3,1,2,no,no,unfurnished,"7708 Hays Spurs Suite 994
Port Jasonport, TX 65571-9046"
2940000,3660,4,1,2,no,no,unfurnished,"67217 Andrew Bypass
East Jonathan, KS 49221-7797"
2940000,3480,3,1,2,no,no,semi-furnished,"329 Lee Mountains Apt. 592
West James, NJ 36320-9547"
2940000,2700,2,1,1,no,no,furnished,"76805 Soto Avenue
Masonburgh, PW 85098-2368"
2940000,3150,3,1,2,no,no,unfurnished,"PSC 4275, Box 9478
APO AP 64444-8885"
2940000,6615,3,1,2,no,no,semi-furnished,"6484 Kayla Mall
West Isaacburgh, MO 37193-8366"
2870000,3040,2,1,1,no,no,unfurnished,"0551 Crystal Trafficway Apt. 141
Richardhaven, MT 91357"
2870000,3630,2,1,1,no,no,unfurnished,"9627 Maria Forks Suite 794
Davisberg, NE 50806-5808"
2870000,6000,2,1,1,no,no,semi-furnished,"72754 Nguyen Extension Apt. 174
Woodland, PR 57096"
2870000,5400,4,1,2,no,no,unfurnished,"0155 Julie Club
Andrewberg, KS 37344"
2852500,5200,4,1,3,no,no,unfurnished,"71010 Parker Mountain Apt. 263
Carterburgh, GU 54230-0036"
2835000,3300,3,1,2,no,no,semi-furnished,"9282 Campbell Glen
East Patricia, MO 95742"
2835000,4350,3,1,2,yes,no,unfurnished,"8863 Christine Extensions
Port Suechester, MN 59441"
2835000,2640,2,1,1,no,no,furnished,"76135 Shannon View Apt. 267
New Michaelland, PA 52372"
2800000,2650,3,1,2,no,no,unfurnished,"52319 Derek Ports
Buckleyton, AL 80725"
2800000,3960,3,1,1,no,no,furnished,"260 Samantha Mountains
Charlesbury, NH 59219"
2730000,6800,2,1,1,no,no,unfurnished,"52228 Debbie Lane
New Davidtown, VT 50549"
2730000,4000,3,1,2,no,no,unfurnished,"71654 Brown Summit Suite 194
Bonillaberg, VT 79693-8592"
2695000,4000,2,1,1,no,no,unfurnished,"9835 Kimberly Street Suite 318
Murphyview, ND 81320-7591"
2660000,3934,2,1,1,no,no,unfurnished,"9117 Abigail Island
West Thomas, ID 72774-3622"
2660000,2000,2,1,2,no,no,semi-furnished,"272 King Mountain Suite 538
New Jennifer, NC 65688"
2660000,3630,3,3,2,no,no,unfurnished,"723 Kimberly Common Suite 520
East Nicholashaven, UT 70709"
2660000,2800,3,1,1,no,no,unfurnished,"610 Thomas Way
Martinhaven, TN 31117"
2660000,2430,3,1,1,no,no,unfurnished,"0121 Dana Isle
Lake Kathrynside, OR 02802-5932"
2660000,3480,2,1,1,no,no,semi-furnished,"PSC 8841, Box 4711
APO AA 80496-2707"
2660000,4000,3,1,1,no,no,semi-furnished,"7426 James Lights Suite 255
Lake Corey, MP 92475-3283"
2653000,3185,2,1,1,no,yes,unfurnished,"36939 Christopher Common Apt. 022
Ruizburgh, ND 80482-2594"
2653000,4000,3,1,2,no,yes,unfurnished,"474 Anthony Freeway
Port Sharon, AZ 72803"
2604000,2910,2,1,1,no,no,unfurnished,"294 Hunter Pike
West Terri, PR 55185-6417"
2590000,3600,2,1,1,no,no,unfurnished,"5697 Lisa Springs Apt. 927
East Nancyport, HI 76955-3187"
2590000,4400,2,1,1,no,no,unfurnished,"0928 Ritter Manor
Johntown, DC 55876-9213"
2590000,3600,2,2,2,no,no,furnished,"PSC 9187, Box 6463
APO AE 06624"
2520000,2880,3,1,1,no,no,unfurnished,"376 Jennifer Orchard
Sandraside, PR 21095-8831"
2520000,3180,3,1,1,no,no,unfurnished,"3605 Kathleen Crescent
South Gary, AL 74671-9718"
2520000,3000,2,1,2,no,no,furnished,"09057 Garrett Prairie Suite 802
Lake Leahland, ND 40383-6632"
2485000,4400,3,1,2,no,no,unfurnished,"USS Hayes
FPO AE 34089-4213"
2485000,3000,3,1,2,no,no,semi-furnished,"606 Williams Hollow Suite 289
South Travisport, NV 63358"
2450000,3210,3,1,2,no,no,unfurnished,"77662 Francis Vista Suite 479
East Johnshire, GU 21880"
2450000,3240,2,1,1,no,no,unfurnished,"597 Amanda Skyway Suite 015
Johnberg, KS 46247"
2450000,3000,2,1,1,no,no,unfurnished,"377 Kyle Vista
North Laurieberg, WV 02838-1280"
2450000,3500,2,1,1,no,no,unfurnished,"26853 Brown Ferry
Normastad, OH 05696"
2450000,4840,2,1,2,no,no,unfurnished,"7311 Andrew Coves Suite 377
New Rhondastad, NH 31943-6491"
2450000,7700,2,1,1,no,no,unfurnished,"025 Taylor Point
New Kayla, CO 57215-1414"
2408000,3635,2,1,1,no,no,unfurnished,"55447 Ryan Path Apt. 201
Robinhaven, PW 29113-4769"
2380000,2475,3,1,2,no,no,furnished,"50776 Harris Stream
Elizabethton, SD 61391"
2380000,2787,4,2,2,no,no,furnished,"226 Jennifer Isle
Millerville, AS 59657"
2380000,3264,2,1,1,no,no,unfurnished,"5037 Peterson Unions
South Robertstad, CO 27533"
2345000,3640,2,1,1,no,no,unfurnished,"3894 Dunn Crossroad Apt. 849
New Benjamintown, IA 04280"
2310000,3180,2,1,1,no,no,unfurnished,"640 Carlson Tunnel
Port Jimmyhaven, NC 48866"
2275000,1836,2,1,1,no,no,semi-furnished,"08575 Kristen Circles
East Lisastad, PA 42221-4091"
2275000,3970,1,1,1,no,no,unfurnished,"505 Adams Walk Suite 510
Aarontown, LA 91877"
2275000,3970,3,1,2,no,no,unfurnished,"8155 Danielle Circles
New Sherimouth, OR 62430"
2240000,1950,3,1,1,yes,no,unfurnished,"523 Paula Drive
West Iantown, NV 50432"
2233000,5300,3,1,1,no,yes,unfurnished,"8689 Nathan Cape Suite 323
Davidshire, AR 24822"
2135000,3000,2,1,1,no,no,unfurnished,"97852 Julie Ridge
Colemanborough, NC 47602-0807"
